PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,                               Group   HMDB_ID,S9,S12,S2,S16,S3,S15,S14,S10,S11,S66,S8,S1,S7,S5,S13,S4,S6,S18,S19,S20,S21,S22,S23,S24,S25,S82,S83,S84,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S17,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S26,S27,S28,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112
2280,"1,2-dilinolenoyl-galactosylglycerol (18:3/18:3)*",Lipid,Glycolipid Metabolism,54891,LC/MS Pos Late,100010877,2046,792.56203,,5282287,4445458,C13871,,1.2861,0.1485,0.1485,0.3125,0.1485,1.0789,0.1485,0.1485,0.1485,0.1485,0.8872,0.1485,0.1485,0.1485,0.4677,8.9319,0.7343,0.3955,2.6089,31.1763,0.1485,0.1485,0.1485,0.1485,0.762,0.1485,0.1485,0.2752,0.407,1.0832,0.1485,0.1485,1.2494,0.8656,0.1485,0.1485,0.1485,1.0671,2.9356,1.8682,0.9526,0.729,0.313,5.4868,2.5155,0.1485,0.2895,1.7278,0.1485,2.4468,0.5136,0.1485,2.5366,2.893,0.1485,2.5226,0.9289,0.1485,0.4128,0.8633,0.1485,0.9744,0.8353,0.1485,0.1485,0.2984,0.4723,0.4205,0.1485,0.3193,0.3904,0.1485,0.1485,0.618,1.4127,35.2969,0.1485,0.4718,0.7007,0.1485,0.3707,0.5734,3.2925,0.1485,1.5536,2.617,3.9563,3.8329,0.1485,2.6612,6.8751,0.9669,0.1641,10.5408,0.1485,0.1485,0.1485,2.0313,0.4258,16.4055,23.7224,0.1485,0.1485,1.0926,0.1485,1,1.3576,1.2033,0.8677,0.683,39.1567,74.2987
2276,"1,2-dilinoleoyl-digalactosylglycerol (18:2/18:2)*",Lipid,Glycolipid Metabolism,54897,LC/MS Pos Late,100010873,2256,958.64615,,,24785309,,,0.8367,0.0748,0.2786,0.3069,0.2328,1.2126,5.7461,1.4655,0.4455,7.1286,2.5655,0.432,0.2412,0.1085,0.1839,7.4805,0.0748,2.3833,2.4143,2.9239,1.6443,4.1211,0.9509,0.0748,2.7021,2.2849,3.3387,0.1786,0.5845,0.0748,0.0748,0.3957,0.0748,1.3214,4.855,1.6261,0.215,5.2269,2.2823,0.0748,0.5018,2.8302,0.4953,5.5429,1.6953,0.8546,0.2172,2.7787,1.0709,3.6752,2.3603,0.9181,1.8217,0.7986,0.9476,0.0748,0.6712,0.2048,0.8464,0.8758,0.3289,1.5089,1.6909,0.5485,0.2573,3.9753,1.357,0.2527,2.8228,2.5715,0.2745,0.2742,0.0748,1.0198,1.952,2.159,6.9853,0.0748,2.6556,0.0748,0.0748,0.9326,5.379,1.596,0.1491,0.1122,0.0748,0.4243,0.0931,0.4275,1.0681,0.7213,0.1215,4.2218,0.0748,0.0748,0.4186,0.1499,0.0748,2.9189,1.1628,0.6053,0.6566,2.9943,0.2161,1.9382,0.0748,0.9802,0.197,0.42,4.6412,1.4845
2277,"1,2-dilinoleoyl-galactosylglycerol (18:2/18:2)*",Lipid,Glycolipid Metabolism,54899,LC/MS Pos Late,100010879,2415,796.59333,,6535011,5019375,,,1.4747,0.0874,0.0874,0.0874,0.0874,1.6722,1.9333,0.0874,0.0874,0.8884,0.8364,2.2858,0.1041,0.0874,0.0874,4.1293,0.0874,0.7662,2.0766,2.6858,0.0882,0.1447,0.1942,0.0874,1.3027,0.9127,1.4355,0.0874,0.0874,0.1642,0.0874,0.0874,0.0874,0.8423,2.1547,1.889,0.0874,2.6229,0.7997,0.1238,0.0874,0.0874,0.0874,4.0985,2.7693,0.0874,0.0874,2.1964,0.0874,2.5789,0.578,0.7054,1.4814,0.2036,0.0874,0.0874,0.4299,0.153,0.0874,0.8882,0.0874,1.2184,1.1462,0.0874,0.0874,1.3109,0.0874,0.0874,1.1136,0.7258,0.0874,0.0874,0.1144,0.8115,4.4887,3.4093,0.0874,0.0874,0.0874,0.0874,0.2081,0.6161,2.1759,1.0873,0.0874,0.1644,0.1513,2.4183,0.0874,0.0874,0.802,1.1876,0.1287,3.5026,0.0874,0.0874,0.0874,0.0874,0.0874,0.0874,0.6946,0.0874,0.3784,3.0188,0.0874,1.6298,0.0874,0.0874,0.0874,0.0874,0.879,2.088
1896,"1,2-dilinoleoyl-GPC (18:2/18:2)",Lipid,Phosphatidylcholine (PC),52603,LC/MS Pos Late,100008903,2006,782.56944,998-06-1,5288075,4450312,,HMDB08138,0.6883,0.1294,0.477,0.454,1.532,0.7189,22.7186,0.4876,1.8245,0.326,1.1208,0.1294,0.2806,0.1294,0.1294,0.448,0.1294,1.1295,0.3296,0.1294,0.1294,0.1294,2.3584,1.0671,10.969,1,0.2353,1.0443,4.1303,0.1294,0.1294,0.1294,0.1294,8.0101,1.1621,3.866,1.5803,1.3546,1.2881,0.1623,0.3221,0.9673,1.0624,0.5684,0.3336,0.2767,0.1294,1.0073,0.8795,0.3265,0.1294,0.9674,6.5755,0.1294,0.1294,2.1744,5.9678,0.1294,0.9145,0.5218,0.5952,3.7991,2.5124,0.2815,1.3161,1.8451,6.0122,0.7084,9.2504,0.1294,1.3756,0.1294,0.1294,0.4394,0.2498,2.6753,0.335,0.1294,0.1294,0.7646,1.5787,2.0341,0.1294,23.1623,0.5209,1.4249,0.577,0.4685,2.8861,0.543,1.2773,3.1609,0.1294,0.3979,0.5458,0.2792,1.8078,0.1294,0.1294,0.1294,9.7152,0.2024,2.1226,0.4601,0.4382,0.2803,0.1294,0.5069,1.3216,1.3498,0.844,3.1051
3848,"1,3,7-trimethylurate",Xenobiotics,Xanthine Metabolism,34404,LC/MS Neg,100001397,1985,209.06801,5415-44-1,79437,71754,C16361,HMDB02123,1.6723,2.3034,0.5816,0.4755,1.7414,0.5673,0.4194,1.287,1.8264,1.7285,0.8149,0.5944,0.6288,1.9995,1.8017,0.2502,0.5383,0.3507,0.403,1.3453,2.8046,1.0797,1.7918,2.0158,1.1782,1.8344,0.502,2.4327,1.5412,0.052,0.5697,0.2295,1.2005,0.6445,2.0016,0.3449,1.6019,1.3111,0.3264,1.1482,1.1326,0.2097,0.7439,1.1039,0.052,0.052,0.052,0.1406,2.3766,1.3735,2.5266,4.2772,1.3176,0.1703,0.7032,1.2258,1.2336,1.9355,1.3584,0.8409,1.6403,2.0831,0.7207,1.0766,1.0053,0.9976,0.5636,0.4373,0.8672,0.2432,2.9159,0.052,0.4125,0.2986,0.6863,1.0259,3.9108,0.8631,1.0316,2.001,0.9092,1.292,0.1855,1.5224,0.789,0.052,0.192,0.052,1.2634,0.4374,0.344,0.901,1.2522,0.7657,1.4043,0.8274,0.7481,0.052,0.052,1.6725,0.052,0.5161,0.0823,0.1815,1.592,1.0024,2.1555,0.2136,0.5873,0.369,0.052,0.822
3845,"1,3-dimethylurate",Xenobiotics,Xanthine Metabolism,32391,LC/MS Neg,100001106,1671.4,195.05236,944-73-0,70346,63527,,HMDB01857,1.148,1.2588,1.489,0.4013,1.0199,0.7432,0.497,2.9633,1.6467,3.6162,0.7644,0.8898,1.3851,0.7717,4.9767,0.0784,1.1179,0.4561,0.85,5.1268,2.0899,1.5311,1.6294,6.1037,0.9047,1.7716,0.6073,4.0274,1.4234,0.0784,1.7884,0.617,1.3242,0.4274,4.0965,0.6496,1.6227,0.5027,0.8261,0.8103,1.5798,0.1304,0.5543,3.8645,0.0784,0.0784,0.5037,0.3538,1.1765,1.0549,5.0791,7.5327,0.7442,0.1442,0.2446,3.0434,1.4834,2.1413,1.6612,1.5563,0.8097,1.0559,0.9409,0.9367,1.0564,1.3378,0.6984,0.6085,1,0.5583,0.6968,1.7383,0.9583,0.3348,0.3262,1.3743,1.6496,0.8378,1.4368,2.0576,1.1422,0.8201,0.4291,4.929,0.6595,0.149,0.6392,0.1401,0.8957,0.6395,1.034,1.1796,1.0973,0.2771,0.0784,0.9892,1.1123,0.0784,0.2865,3.5337,0.1607,0.2586,0.0784,0.4983,0.7185,0.8251,4.0224,1.1873,1.1002,0.3619,0.0784,1.9982
4816,"1,3-propanediol",Xenobiotics,Chemical,45434,LC/MS Pos Early,100001175,832,77.05971,504-63-2,10442,13839553,C02457,,0.0959,0.2661,0.2701,0.3114,0.4622,3.4518,0.9822,0.4843,0.1444,0.0995,20.9565,0.8185,0.2498,0.8327,2.7349,5.581,0.3465,0.8524,0.4124,1.2396,4.8679,1.0545,1.834,0.604,6.8427,0.0959,3.0607,6.7759,0.1421,0.2738,0.6418,0.0959,0.0959,1.369,2.2083,1.234,2.2901,0.6745,2.0067,0.4044,0.3775,1.0413,0.5313,3.1001,0.6637,0.463,3.5011,2.9987,0.8561,5.089,0.9955,1.1225,20.7176,0.3293,1.4893,2.1209,0.2108,4.6583,0.3644,0.0959,0.3783,0.1576,7.5644,2.2242,1.2879,0.9264,1.6961,0.6526,2.1587,15.5402,0.4179,0.6699,0.871,0.4362,0.0959,5.698,1.5515,9.3879,0.286,0.5622,5.4221,0.6618,2.5102,6.3448,0.1728,1.2061,1.3275,0.6968,1.9489,2.5089,2.0828,8.46,0.8969,1,9.4018,1.29,0.3103,0.2708,0.5324,0.096,0.844,0.6581,0.4757,4.1704,4.1951,3.6512,13.2012,3.8642,4.8888,0.7379,1.1484,0.6752
955,"1,5-anhydroglucitol (1,5-AG)",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",20675,LC/MS Neg,100000580,802,163.06119,154-58-5,64960,,C07326,HMDB02712,0.1067,0.8804,0.4537,0.9002,0.6964,1.1777,0.4486,5.6792,0.1067,0.2421,1.6266,1.8597,0.1067,0.4353,2.8047,1.1948,0.5257,0.136,1.2025,0.1067,0.8164,0.1067,0.1067,5.0895,0.425,0.1067,4.3357,0.5388,0.1067,1.2703,1.0554,0.5749,0.1067,0.6145,0.1067,0.4601,0.3998,0.8075,0.9276,1.3628,2.2582,0.1067,2.0221,0.1931,0.1067,3.7985,3.1841,0.1067,0.1067,1.0773,2.3152,1.0542,0.1067,1.1391,1.124,1.0502,0.4543,0.1067,0.5759,0.249,1.5953,0.6363,0.4319,2.4207,0.1067,0.1067,1.9141,0.1067,0.1067,0.4026,0.207,0.1067,8.2206,0.3076,3.4971,0.1067,0.1067,0.5085,0.1067,1.0926,0.5023,0.1067,1.5865,1.6175,0.1067,1.4985,0.1067,1.0727,1.5509,0.3939,0.1067,0.1067,0.1067,0.5498,0.9464,1,0.1067,1.3336,3.6812,0.4028,8.0655,1.7417,2.2362,0.1067,0.1067,0.6866,0.5404,0.7828,0.1067,0.5924,0.1067,0.1067
3846,"1,7-dimethylurate",Xenobiotics,Xanthine Metabolism,34400,LC/MS Neg,100001399,1578.6,195.05236,33868-03-0,91611,82720,C16356,HMDB11103,1.1827,1.4455,1.9074,1.0928,1.6267,0.7505,0.6988,2.8817,1.7294,2.4323,0.9734,0.5111,0.9411,0.7533,6.0298,0.0741,1.7302,0.6681,0.7733,3.9146,2.9449,1.8225,3.3185,3.291,0.9022,2.2283,0.5891,3.0168,1.8193,0.0148,2.4271,0.8298,1.4298,0.6127,3.8766,1.2466,1.9947,0.6106,0.4973,0.8781,1.3801,0.0831,0.4504,2.1175,0.0661,0.0214,0.446,0.3712,1.584,2.1259,5.1851,3.1045,1.0376,0.1513,0.1423,1.4153,1.4743,1.5226,1.9482,2.3158,1.3112,1.6501,1.1129,1.1219,1.7032,1.6958,0.4595,0.4833,0.6773,0.258,0.714,0.9858,1.275,0.4252,0.3687,1.0142,2.0148,1.2204,1.5713,1.1732,0.7202,1.2381,0.2437,2.8596,0.7257,0.0335,0.7551,0.1734,0.8049,0.734,1.074,0.809,1.7488,0.4384,1.0941,0.9217,0.6682,0.0095,0.1109,3.1898,0.1366,0.356,0.2194,0.4367,1.1154,1.4121,3.5452,0.5317,0.9361,0.3867,0.0495,0.8128
2337,1-(1-enyl-oleoyl)-GPE (P-18:1)*,Lipid,Lysoplasmalogen,44621,LC/MS Pos Late,100005372,1566,464.3136,,,,,,0.191,0.191,0.191,0.9816,0.734,0.8699,0.5895,3.665,0.8797,1.3701,0.9921,0.191,0.191,0.191,1.3681,7.0744,11.2054,0.3063,0.191,0.191,1.7968,1.0538,1.5949,1.2329,0.191,0.8418,0.6637,0.191,0.191,0.191,0.191,1.4966,1.2023,0.983,1.157,11.9406,3.2164,0.191,0.191,0.6038,0.2742,1.2785,0.4519,0.2078,7.2573,0.191,0.2224,0.2525,0.6418,1.3963,0.2264,0.4669,0.191,1.5025,0.6098,0.191,0.191,0.2316,0.191,2.9736,0.4306,1.0079,1.8845,5.6905,1.5558,0.2898,0.191,0.3924,0.5876,0.9524,0.3835,0.191,9.7147,0.2794,0.191,0.191,2.2259,0.4992,1.0379,8.394,0.191,0.6476,0.3526,0.191,0.191,0.191,0.191,3.1075,0.9495,0.191,2.8525,2.0329,1.7016,0.2682,0.191,2.3833,0.4126,1.3504,3.0421,1.2505,3.7086,0.191,0.191,0.3061,1.6078,0.5395,1.201,3.7657,0.191,0.5357,0.362,0.191
2334,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,Lipid,Lysoplasmalogen,52474,LC/MS Neg,100002875,6300,554.34633,,10917802,9093054,,HMDB10407,0.1012,0.1012,0.1012,2.6165,0.3043,3.6123,1.8609,5.521,0.4463,0.5557,0.3778,0.1012,0.4177,0.1881,2.2677,9.6597,4.391,0.3281,0.1012,0.1012,3.7507,2.2192,1.9969,2.1134,0.2558,0.7402,0.6495,0.1589,0.1012,0.1111,0.1012,3.11,0.8947,0.9254,0.1012,19.3397,2.8608,0.1012,0.1012,0.5274,0.4269,1.0896,0.6236,0.6107,21.9259,0.1012,0.1012,0.6753,4.8656,1.5669,0.767,1.381,0.1012,1.7918,0.729,0.2894,0.1012,0.7524,0.1012,5.3684,0.1012,1.1224,1.2064,12.2719,1.1942,0.1012,0.3153,0.2158,0.3774,1.2281,1.0042,0.3328,7.315,1.9878,0.1458,0.9234,3.1327,1.5234,0.2793,7.6566,0.2783,0.4649,0.1258,0.3699,0.1012,0.2231,0.1321,4.7951,1.1297,0.3986,5.3762,3.8697,1.2019,3.1034,0.97,1.1071,0.3008,0.9958,5.1849,11.1303,2.4404,0.1012,0.2189,1.2183,5.6447,0.8916,0.875,7.6359,0.1012,2.0148,0.5252,0.2257
2335,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,Lipid,Lysoplasmalogen,39270,LC/MS Pos Late,100003000,1558,438.2979,,,10471193,,,0.0993,0.2256,0.151,1.288,1.561,2.113,1.1321,5.0675,0.9227,1.4751,0.4752,0.3402,0.7374,0.0495,3.6602,10.2354,13.7029,0.7728,0.4604,0.0748,3.4268,2.9009,3.9315,3.4634,0.3267,5.3711,0.4349,1.8171,0.1495,0.1742,0.0956,2.4022,2.4635,1.0519,1.5812,15.8882,4.8081,0.2362,0.0612,1.0716,1.0252,0.7417,1.0302,0.5151,8.2394,0.2542,0.5482,0.3262,1.377,1.7485,0.6843,1.0764,0.2177,3.18,0.6375,2.4321,0.1115,0.7002,0.0913,4.6317,0.9323,1.3309,1.8458,10.3651,2.2,0.3337,0.3054,0.7763,1.1127,0.8605,1,0.0672,11.0486,0.6976,0.432,0.288,4.0119,2.502,1.6548,13.8307,0.5581,2.4214,0.1491,2.6801,0.1175,0.3133,0.2057,3.864,1.8872,0.2462,3.6179,3.0842,2.8757,0.935,0.2675,5.171,0.7512,0.9158,6.4462,2.3342,4.7411,0.0495,0.3485,0.6504,2.856,0.9384,0.5621,5.6152,0.4119,1.1892,0.8566,0.5637
2339,1-(1-enyl-stearoyl)-GPE (P-18:0)*,Lipid,Lysoplasmalogen,39271,LC/MS Pos Late,100003001,1649,466.3292,,,,,,0.4303,0.6094,0.2893,1.5849,1.4763,3.2743,0.3851,5.3597,1.4876,3.0676,0.4501,1.1059,0.5492,0.1039,3.1486,9.932,11.7151,1.047,0.1729,0.1247,3.6653,1.7466,5.5201,3.2421,0.7115,1.5574,1.173,0.3336,0.366,0.4525,0.2869,2.3923,3.2448,1.1622,0.1008,13.9657,4.0951,0.1908,0.1143,2.0828,0.4746,0.7173,1.1445,0.8088,6.6151,0.2348,0.4791,0.3105,1.198,0.7155,1.6287,1.2,0.4497,2.3187,1.1063,0.4247,0.4286,0.783,0.2176,3.9192,1.3707,1.4351,1.1026,9.5653,2.6684,0.1193,0.4008,1.2301,0.5141,0.6618,0.924,0.1224,8.1172,0.7881,0.3581,0.3926,4.1267,0.9576,2.9514,10.638,0.771,1.0162,0.2745,0.6815,0.2883,1.2712,0.3265,3.3135,2.3763,0.4321,2.8591,3.6856,3.3658,0.636,0.3439,6.3062,0.3653,0.8506,6.2322,3.0594,4.1747,0.0395,0.2997,0.8029,2.9859,0.3712,0.8295,5.401,0.9838,1.1668,1.6965,0.4245
2363,1-arachidonylglycerol (20:4),Lipid,Monoacylglycerol,34397,LC/MS Pos Late,100001433,1568,401.26623,35474-99-8,5282281,4445452,C13857,HMDB11549,7.5312,0.0051,0.0051,1.4477,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,1.7051,0.4561,0.0051,0.0051,0.1479,0.0051,0.0051,0.0051,0.0051,0.0051,0.4446,0.0051,0.0051,0.0051,0.1407,0.0051,0.3938,0.0051,0.0051,0.0051,0.0051,0.1477,0.0051,5.4124,0.0051,0.0051,0.0051,0.0051,0.3722,0.0051,0.0051,0.0051,5.8408,4.6477,0.0051,0.0051,3.1205,0.0051,4.8366,0.0051,1.9556,0.0051,0.0051,0.0051,1.0806,0.2072,0.0051,1.7513,0.0051,0.0051,0.0051,0.6542,0.0051,0.0051,4.1357,0.0051,0.2772,0.1194,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0526,0.0051,0.0051,0.0051,0.0051,0.0051,1.6766,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.9194,0.2604,0.0051,0.0051,0.0051,1.2046,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,2.5333,0.1546,8.2726,0.0051,1.5534,0.0051,0.0357,0.0051,0.0051
299,1-carboxyethylisoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",62558,LC/MS Neg,100020427,2628,202.10848,,,,,,0.0862,0.5398,0.3191,3.1135,3.1612,1.6759,0.4033,0.1411,0.5448,0.4297,1,0.2631,0.0862,0.2864,0.5986,8.8316,1.1581,7.1528,1.2094,0.0862,1.503,0.9433,0.0862,6.7453,5.78,0.0862,0.3726,0.1134,3.2363,0.0862,0.4412,5.995,1.5318,0.6807,0.0862,0.8508,0.0862,0.0862,0.0862,0.0862,6.9426,0.5276,0.4463,9.3222,0.9601,3.0323,25.3686,2.2477,3.4815,1.2211,0.0862,11.7186,0.7546,0.1007,0.7535,0.223,0.925,0.9442,0.0862,1.817,1.5198,11.6578,0.2166,1.0699,1.7387,0.0862,0.8915,0.0862,1.0178,1.5484,0.729,5.8558,0.609,15.3126,16.2631,1.7544,2.6143,1.4454,0.307,1.9435,0.3441,0.0862,0.5036,0.7056,0.7272,0.0862,0.0862,0.8122,3.9795,0.6419,0.0862,0.8482,1.0621,0.0862,0.4196,0.1412,0.1391,0.0862,2.1651,12.2417,0.2712,1.1554,0.0862,0.2992,2.9722,0.3111,6.5359,1.801,0.0862,0.0862,0.0862,0.0862
263,1-carboxyethylleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",62559,LC/MS Neg,100020425,2663,202.10848,,,,,,0.6168,0.0936,0.1523,1.25,3.4172,0.841,0.2432,1.8747,0.4907,0.6122,1.4079,0.1581,0.0683,0.8826,1.0681,8.442,2.1794,6.8689,1.0496,0.0569,1.5974,0.6914,0.228,13.6903,9.6807,0.257,0.2032,0.1412,2.7464,0.0569,0.267,1.9008,2.1678,0.5818,0.2631,1.7297,0.5435,0.0569,0.0569,0.2179,7.861,0.5904,0.7645,6.8123,1.5306,3.3387,15.471,1.7954,2.6753,1.4683,0.0977,10.7013,1.3126,0.1027,0.552,0.2481,0.7177,0.7349,0.0569,1.5306,1.433,14.0058,0.1628,1.228,1.7369,0.1249,1.1508,0.0569,0.7812,1.7432,0.6453,5.3408,1.3101,8.6104,9.57,1.6763,1.7152,1.2509,0.1646,4.0974,0.4386,0.1057,0.4079,0.1956,1.0435,0.0569,0.0569,0.9565,4.7566,0.6126,0.2196,0.8391,1.1252,0.1015,0.5255,0.1836,0.0857,0.0569,2.8834,5.395,0.8122,1.0509,0.0569,0.3243,3.4329,0.4628,0.0569,2.4533,0.0569,0.0569,0.0569,0.0569
122,1-carboxyethylphenylalanine,Amino Acid,Phenylalanine Metabolism,62566,LC/MS Neg,100020419,2844,236.09283,,,19276386,,,0.5748,0.078,0.1657,0.9008,4.4932,1.6252,0.3222,1.7675,1.9261,1.0615,2.0466,0.1698,0.3338,0.9908,1.2319,7.1327,2.1358,7.7297,0.0509,0.2763,2.0666,0.5609,0.287,11.1014,5.8011,0.2976,0.1646,0.3333,2.4953,0.0509,0.1911,1.1327,2.2285,0.9501,0.5338,1.0255,2.4549,0.0836,0.5143,0.1526,8.7382,0.8815,0.5394,6.8363,1.5489,5.239,23.3398,1.7828,2.5032,1.3055,0.0793,11.757,0.9637,0.0716,2.231,0.2969,0.7975,0.7117,0.0509,1.39,1.9632,9.7946,0.2613,1.3601,2.0939,0.1497,2.7159,0.1219,1.3443,1.5176,0.5921,5.4784,1.4849,5.2263,9.4008,1.2637,2.288,1.5724,0.0509,3.7501,0.3919,0.2595,0.3151,0.2532,0.9488,0.0509,0.0874,1.3612,2.802,0.5006,0.2813,1,2.6659,0.1732,0.9144,0.197,0.07,0.286,2.2741,4.6771,0.7842,1.0035,0.0509,0.3364,3.5636,0.2112,0.5698,2.1458,0.0509,0.0509,0.0547,0.1658
139,1-carboxyethyltyrosine,Amino Acid,Tyrosine Metabolism,62564,LC/MS Neg,100020421,1846,252.08774,,,,,,1.0408,0.1071,0.1071,0.1071,1.5149,1.0164,0.316,0.9836,0.8094,0.1071,1.5768,0.1071,0.1071,0.6393,0.7448,1.7245,0.4952,4.9004,2.4687,0.1071,2.6959,0.9354,0.1071,6.3932,2.9012,0.3423,1.5483,0.1071,3.1934,0.1071,0.1285,0.2475,3.2056,0.5937,0.3603,0.4386,2.0343,0.1071,0.6697,0.2753,6.9914,0.5654,0.5444,1.5943,1.1192,3.9247,22.0412,1.8839,2.3885,1.9869,0.1071,8.5484,2.0531,0.1453,0.9537,1.4146,1.5394,0.3581,0.1071,0.3146,0.805,5.8889,0.6961,0.7736,1.9586,0.1071,1.9644,0.3514,1.1053,0.5079,0.1071,1.5766,0.9045,3.4283,15.6799,2.5731,3.7377,0.9755,0.5382,1.9003,1.705,1.2218,0.3794,0.3153,0.1071,0.1071,1.1305,0.6081,1.3391,0.2889,0.2964,0.8146,1.6924,0.1071,0.4775,0.1071,0.1071,0.1071,1.5026,1.19,0.6527,0.6752,0.1071,0.7645,2.778,0.3842,0.8436,0.7669,0.1071,0.1071,0.5264,0.1071
321,1-carboxyethylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",62562,LC/MS Neg,100020423,2008,188.09283,,,,,,0.3509,0.185,0.1666,3.9761,2.6647,1,0.4144,0.3063,1.2305,0.5224,0.7489,0.1049,0.1735,0.2793,1.2444,3.2469,0.9552,2.7549,0.6979,0.3038,1.3251,0.9252,0.0214,3.5214,4.9856,0.1122,0.4559,0.0892,1.9234,0.0214,0.1994,6.8054,1.365,0.7921,0.1104,1.0417,2.1494,0.0214,0.3515,0.0799,5.5154,0.9923,0.6046,4.6342,0.5995,1.8053,6.1542,1.173,1.179,1.361,0.3228,5.7329,1.7522,0.0936,1.1158,0.359,1.271,0.5845,0.1132,2.3793,1.8392,4.2625,0.2462,1.4106,1.3052,0.0461,0.8483,0.1048,0.773,2.8606,2.3445,3.6537,0.5169,13.6146,5.3044,1.0775,1.6213,2.6039,0.3936,1.5468,1.0112,0.1625,0.2799,0.5161,0.8032,0.0214,0.0624,1.1218,2.4933,0.3629,0.2785,3.6308,2.1721,0.3058,0.5929,0.0214,0.5716,2.1793,1.4322,6.2211,0.3088,1.0992,0.0214,0.4361,1.7857,1.0929,15.7022,3.008,0.0214,0.0214,0.1335,0.0678
2362,1-dihomo-linolenylglycerol (20:3),Lipid,Monoacylglycerol,52387,LC/MS Pos Late,100006121,1623,398.32649,,,,,,128.462,0.484,0.2663,46.6963,0.2393,1.1572,0.9584,1.8526,0.2396,0.144,0.1761,32.5648,5.4105,0.6469,1.7581,8.5078,4.2973,0.3345,0.4592,0.9571,0.3908,12.3206,2.1478,2.314,0.8349,20.3283,0.2483,62.8499,0.6855,0.0703,0.0703,1.0416,7.9489,0.5255,48.6403,4.6172,0.621,0.3415,0.0846,16.1073,0.4898,0.8198,0.3074,55.2534,58.4909,0.486,1.7291,66.0602,0.3214,64.8011,0.1888,48.1934,0.1463,1.2951,0.482,6.4445,2.2643,0.6869,36.6772,1.3373,0.3841,0.7173,170.925,5.5135,0.327,89.7243,0.0703,30.8724,2.1332,0.4754,0.4586,0.0703,0.8392,0.6255,0.3547,1.4596,0.2975,0.0703,0.2016,5.2028,0.4649,9.1224,0.2986,1.9855,0.3204,1.2075,0.4485,1.3332,8.8198,4.2494,1.4355,1.9077,0.2487,30.8894,0.1576,1.4044,0.6555,0.6203,0.8488,0.2145,4.7232,0.4527,0.7492,80.0812,29.8695,112.5916,31.6482,33.6413,0.7463,1.7537,0.8831,0.8391
2382,1-dihomo-linoleoylglycerol (20:2),Lipid,Monoacylglycerol,35103,LC/MS Neg,100001483,6800,307.26423,,,21403143,,,0.6008,0.8709,0.2139,1.3178,0.3676,1.7918,1.8392,1.7828,0.2327,0.1828,0.849,1.0509,0.3109,2.4774,0.7675,2.7139,3.2147,0.5369,0.345,0.6853,1.5291,0.9272,1.2171,1.1081,0.8473,0.8161,0.3559,0.5543,1.5745,0.2638,0.0817,3.3959,0.6016,1.0565,3.2789,5.1514,0.8979,0.2211,0.6797,0.0763,1.2222,1.1229,0.4743,0.7904,38.0933,0.9734,2.2508,1.7375,0.4357,1.4433,0.9822,0.8318,0.7049,2.8855,0.4582,1.5496,0.7428,1.3065,0.277,2.2693,0.2881,0.7239,0.8494,11.574,0.5504,0.331,0.2956,1.3926,0.6912,1.0565,0.4482,0.0763,1.8553,1,0.7001,0.5394,0.76,0.4659,0.1559,2.602,1.4516,2.6689,0.2002,1.6413,0.9693,2.5142,0.6667,2.9685,1.529,17.5787,3.8615,2.2212,0.7156,0.6332,0.4174,1.5876,2.2643,0.849,1.6593,1.1564,4.8136,2.1499,1.5104,1.1796,1.201,2.475,204.9274,4.9103,3.516,1.8228,0.2264,2.3565
